city,lat,lng,country,population
Skýdra,40.7667,22.15,Greece,5406
Quorndon,52.7428,-1.17,United Kingdom,5177
Honeoye Falls,42.9557,-77.5903,United States,5428
Peachland,49.7736,-119.7369,Canada,5428
Fruitland,44.0195,-116.9221,United States,5426
Neudenau,49.2833,9.2667,Germany,5266
Linguaglossa,37.8428,15.1419,Italy,5337
Rockwood,35.8693,-84.6731,United States,5425
Teojomulco,16.6,-97.2333,Mexico,5093
Debeljača,45.0711,20.6,Serbia,5325
Coraopolis,40.5148,-80.1627,United States,5424
Schärding,48.4569,13.4317,Austria,5253
Ofterdingen,48.4203,9.0319,Germany,5088
Szikszó,48.195,20.9461,Hungary,5278
Lüdersdorf,53.8167,10.8167,Germany,5326
Vernon,41.6255,-80.2189,United States,5423
Shady Side,38.8285,-76.5211,United States,5423
Třemošná,49.8159,13.3951,Czechia,5139
Iffezheim,48.8206,8.1422,Germany,5163
Esine,45.9264,10.2517,Italy,5249
Waynesboro,33.0909,-82.0146,United States,5422
Ashfield-Colborne-Wawanosh,43.8667,-81.6,Canada,5422
Wackersdorf,49.3167,12.1833,Germany,5265
Monaca,40.6833,-80.2736,United States,5421
Dalry,55.711,-4.723,United Kingdom,5398
Mittersill,47.2667,12.4667,Austria,5380
Bad Hall,48.0344,14.2097,Austria,5043
Bléré,47.3253,0.9897,France,5250
El Limón,19.75,-104.0167,Mexico,5379
Librilla,37.8831,-1.35,Spain,5325
Itacambira,-17.065,-43.3089,Brazil,5417
Santo Inácio,-22.6978,-51.7939,Brazil,5416
Thum,50.6711,12.9514,Germany,5146
Benkovski,41.3833,25.2667,Bulgaria,5379
Jackson,33.292,-83.9678,United States,5418
Jeceaba,-20.535,-43.9828,Brazil,5395
Rheinzabern,49.1194,8.2794,Germany,5024
Nova Esperança,-29.41,-54.8289,Brazil,5410
Columbia,41.6939,-72.3072,United States,5417
Lafayette,36.5242,-86.0307,United States,5417
Hobøl,59.5931,10.9458,Norway,5382
Weitnau,47.65,10.1333,Germany,5334
Cigales,41.7581,-4.6997,Spain,5328
Ripi,41.6167,13.4333,Italy,5249
Angier,35.512,-78.7405,United States,5415
Batesburg-Leesville,33.9125,-81.5313,United States,5415
North Sewickley,40.8055,-80.2837,United States,5415
Gemmingen,49.15,8.9833,Germany,5145
Denver City,32.968,-102.8318,United States,5413
Chadron,42.826,-103.0025,United States,5412
Ferriday,31.6343,-91.5562,United States,5412
Kisbér,47.5017,18.0267,Hungary,5336
Ixtapangajoya,17.4972,-93.0017,Mexico,5384
Büchenbach,49.2667,11.0667,Germany,5240
New Hempstead,41.1488,-74.0485,United States,5410
Gazzaniga,45.8,9.8333,Italy,5058
Coal City,41.2772,-88.2803,United States,5409
San Miguel Panán,14.5333,-91.3667,Guatemala,5277
Kusel,49.5347,7.3981,Germany,5405
Vitorchiano,42.4664,12.1733,Italy,5235
Canal Fulton,40.8895,-81.5882,United States,5408
Holdrege,40.4395,-99.3773,United States,5408
Sebezh,56.2833,28.4833,Russia,5401
Baia de Aramă,45,22.8114,Romania,5349
Sully-sur-Loire,47.765,2.3753,France,5286
Altentreptow,53.6927,13.2562,Germany,5307
East Port Orchard,47.5193,-122.6183,United States,5407
Skalité,49.4972,18.8983,Slovakia,5248
Zdvinsk,54.7,78.6667,Russia,5402
Battenberg,51.0167,8.65,Germany,5323
Gagliano del Capo,39.85,18.3667,Italy,5098
Basdorf,52.7142,13.4392,Germany,5274
Qamīnis,31.6572,20.0144,Libya,5348
Takae,42.3625,142.3186,Japan,5395
Centuripe,37.6233,14.7395,Italy,5373
Tota,5.5603,-72.9861,Colombia,5386
Rákóczifalva,47.0833,20.2333,Hungary,5256
Salamanca,42.1631,-78.7233,United States,5402
Monticelli d’Ongina,45.0833,9.9333,Italy,5287
Valparaiso,30.4926,-86.5079,United States,5401
Rosheim,48.4967,7.4694,France,5224
Talavera La Real,38.8833,-6.7667,Spain,5314
Valatie,42.4134,-73.6778,United States,5400
Château-Arnoux-Saint-Auban,44.0933,6.0083,France,5120
Rodigo,45.2,10.6333,Italy,5272
Los Montesinos,38.0281,-0.7419,Spain,5061
Laaber,49.0653,11.8861,Germany,5222
Villanueva del Trabuco,37.0286,-4.3381,Spain,5308
Pagnacco,46.1167,13.1833,Italy,5059
Ourique,37.65,-8.225,Portugal,5389
Algona,43.0743,-94.2302,United States,5397
Mocksville,35.9006,-80.5631,United States,5397
Trent Lakes,44.6667,-78.4333,Canada,5397
Léglise,49.8,5.5375,Belgium,5366
La Ferrière,46.7136,-1.3144,France,5285
Senador Amaral,-22.5869,-46.1769,Brazil,5361
San Vicente de Alcántara,39.3611,-7.1333,Spain,5377
Ohlsdorf,47.9614,13.7928,Austria,5209
Giussago,45.2848,9.1407,Italy,5186
Rocbaron,43.3042,6.0908,France,5142
Palermo,39.4313,-121.5225,United States,5395
Floral City,28.7065,-82.309,United States,5395
Centerport,40.8943,-73.3714,United States,5394
Jacaré dos Homens,-9.6358,-37.205,Brazil,5356
Pinckneyville,38.0851,-89.3718,United States,5393
Northern Rockies,59,-123.75,Canada,5393
New Castle,39.6685,-75.5692,United States,5392
Kinross,56.205,-3.423,United Kingdom,5120
Purulhá,15.2353,-90.235,Guatemala,5370
Čelopek,41.9317,21.0133,Macedonia,5287
Smiths Station,32.5284,-85.096,United States,5391
Simancas,41.5919,-4.8286,Spain,5267
Scaër,48.0272,-3.7022,France,5345
Warm Mineral Springs,27.0469,-82.2702,United States,5390
Manitou Springs,38.8576,-104.9128,United States,5390
Kale,16.0961,97.8989,Myanmar,5355
Stadl-Paura,48.0839,13.8639,Austria,5053
Rambervillers,48.3458,6.6347,France,5139
General Bravo,25.8,-99.1667,Mexico,5385
Heimsheim,48.8056,8.8619,Germany,5035
Komsomolskoye,55.2615,47.5386,Russia,5345
Muro Lucano,40.75,15.4833,Italy,5344
Bidford-on-Avon,52.1644,-1.8567,United Kingdom,5350
Northfield,42.1026,-87.7791,United States,5386
Zlynka,52.4333,31.7333,Russia,5369
Berlin,43.9704,-88.9505,United States,5385
Central,34.7234,-82.7787,United States,5385
Hitzkirch,47.225,8.2622,Switzerland,5201
Stühlingen,47.7453,8.4458,Germany,5327
Osterrönfeld,54.2833,9.7,Germany,5099
La Grange,29.9129,-96.8767,United States,5384
Pechenizhyn,48.51,24.8892,Ukraine,5253
Winterset,41.3457,-94.0137,United States,5383
Manchester-by-the-Sea,42.5815,-70.7682,United States,5383
Lemmon Valley,39.6879,-119.8364,United States,5383
Polla,40.5167,15.5,Italy,5273
Fraureuth,50.7,12.35,Germany,5154
Exton,40.0307,-75.6303,United States,5382
Bridgton,44.0481,-70.7362,United States,5382
Valencia de Alcántara,39.4133,-7.2436,Spain,5373
Entrambasaguas,43.3778,-3.6767,Spain,5260
Nagbukel,17.45,120.55,Philippines,5259
Vienna,43.2344,-75.7777,United States,5381
Bellows Falls,43.1344,-72.455,United States,5381
Oppido Mamertina,38.3,15.9833,Italy,5290
Darda,45.6261,18.6925,Croatia,5323
Trhové Sviny,48.8424,14.6392,Czechia,5279
Saint-Michel-Chef-Chef,47.1807,-2.1487,France,5173
Measham,52.7061,-1.508,United Kingdom,5209
Wonthaggi,-38.6056,145.5917,Australia,4965
Marilla,42.8251,-78.5322,United States,5378
Neuhausen,48.7933,8.7786,Germany,5203
Totontepec Villa de Morelos,17.2567,-96.0269,Mexico,5361
Acula,18.5167,-95.7833,Mexico,5350
Decize,46.8292,3.4614,France,5267
Orwigsburg,40.6541,-76.104,United States,5376
Citrus Park,33.5304,-112.444,United States,5376
Albaredo d’Adige,45.3167,11.2667,Italy,5190
Newmains,55.7832,-3.8771,United Kingdom,5329
Caldwell,39.7467,-81.5127,United States,5374
São Tomé,-23.5378,-52.5908,Brazil,5349
Trøgstad,59.6514,11.3397,Norway,5347
Pohořelice,48.9812,16.5245,Czechia,5251
Cleveland,34.5971,-83.7621,United States,5372
Lisbon,40.7752,-80.7628,United States,5372
Odzun,41.0517,44.6153,Armenia,5311
Momignies,50.0294,4.1667,Belgium,5309
Turvelândia,-17.8528,-50.3019,Brazil,5365
Polson,47.6886,-114.1411,United States,5370
Cavalero,47.9846,-122.0743,United States,5370
Carsoli,42.0988,13.0886,Italy,5314
Ḩannā,31.1989,51.7247,Iran,5358
Ciacova,45.5,21.1333,Romania,5348
Hoshcha,50.5986,26.6753,Ukraine,5319
Bodenkirchen,48.3667,12.3667,Germany,5284
Rapolano Terme,43.2833,11.6,Italy,5305
Pettenbach,47.9617,14.0167,Austria,5272
Estacada,45.2987,-122.3338,United States,5368
Chackbay,29.8817,-90.7742,United States,5368
West St. Paul,50.0119,-97.115,Canada,5368
Vânju-Mare,44.4319,22.8769,Romania,5311
Bellpuig,41.6267,1.0133,Spain,5218
Lindenfels,49.6849,8.7803,Germany,5124
Manchester,39.6584,-76.8881,United States,5367
Windsor,45.5667,-72,Canada,5367
Mahlberg,48.2869,7.8114,Germany,5061
Clarinda,40.738,-95.034,United States,5366
Ribadumia,42.5167,-8.75,Spain,5105
Santa Cristina de Aro,41.8139,2.9974,Spain,5287
Pytalovo,57.0667,27.9167,Russia,5354
Sunset,41.1392,-112.0285,United States,5364
Wind Lake,42.823,-88.1573,United States,5364
Porto dos Gaúchos,-11.535,-57.4139,Brazil,5363
Penn Estates,41.0346,-75.2417,United States,5363
Valencia de Don Juan,42.3,-5.5167,Spain,5272
Janduís,-6.0158,-37.4089,Brazil,5345
Horodnytsia,50.8094,27.3183,Ukraine,5340
Alness,57.695,-4.258,United Kingdom,5310
Dickinson,40.1008,-77.2468,United States,5362
St. Paul Park,44.836,-92.9949,United States,5362
Simonton Lake,41.7478,-85.9657,United States,5362
Redbourn,51.8002,-0.3965,United Kingdom,5344
Krieglach,47.5456,15.5594,Austria,5305
Veronella,45.3231,11.3244,Italy,5116
Gottolengo,45.2928,10.2734,Italy,5184
Sarroch,39.0658,9.0102,Italy,5283
Noyemberyan,41.1725,44.9936,Armenia,5310
Le Rove,43.3692,5.2503,France,5137
Liberdade,-22.0289,-44.32,Brazil,5346
Ward,35.0117,-91.9577,United States,5358
Gualchos,36.75,-3.3833,Spain,5190
Parres,43.3587,-5.1846,Spain,5315
Pishchanka,48.2058,28.8889,Ukraine,5322
Roundway,51.368,-1.981,United Kingdom,5290
Hockinson,45.7302,-122.4833,United States,5355
Velden,51.4117,6.1678,Netherlands,5085
Ühlingen-Birkendorf,47.7194,8.3181,Germany,5286
Pabradė,54.9806,25.7667,Lithuania,5339
Englewood Cliffs,40.8822,-73.9466,United States,5354
James City,35.0592,-77.02,United States,5354
Oberaudorf,47.6475,12.1719,Germany,5264
Feira Nova,-10.2639,-37.3128,Brazil,5324
Anthony,31.9876,-106.5933,United States,5352
Redstone,39.9809,-79.8451,United States,5352
Shepherdstown,39.4318,-77.8048,United States,5351
North Oaks,45.1002,-93.0882,United States,5351
Creston,49.09,-116.51,Canada,5351
Smithers,54.7819,-127.1681,Canada,5351
Breitenbrunn,50.4747,12.7667,Germany,5263
Bajram Curri,42.3582,20.076,Albania,5340
Mattawa,46.737,-119.904,United States,5349
Bederkesa,53.6271,8.8304,Germany,5227
Caruthersville,36.1814,-89.6664,United States,5348
Port LaBelle,26.7493,-81.3876,United States,5348
Brookline,42.7464,-71.6705,United States,5348
Cornwall,46.2407,-63.2009,Canada,5348
Castellucchio,45.15,10.65,Italy,5235
Maruggio,40.3228,17.5736,Italy,5241
San Pedro de Atacama,-22.9108,-68.2001,Chile,5347
Campegine,44.7844,10.5328,Italy,5121
Ligné,47.4117,-1.3772,France,5232
Williamson,34.7082,-112.5342,United States,5347
Mollina,37.1231,-4.6561,Spain,5276
Travelers Rest,34.9684,-82.4417,United States,5346
Newport,41.1785,-76.0486,United States,5346
Rincon Valley,32.1101,-110.6889,United States,5346
Kyparissía,37.2333,21.6667,Greece,5131
Meadow Lake,54.1242,-108.4358,Canada,5344
Balatonlelle,46.7822,17.6757,Hungary,5223
East Quogue,40.8489,-72.5783,United States,5343
Figueirópolis,-12.1308,-49.1739,Brazil,5340
Shatsk,51.4878,23.9297,Ukraine,5320
Velburg,49.2328,11.6719,Germany,5312
Alsónémedi,47.3137,19.1665,Hungary,5235
Blaufelden,49.2969,9.9719,Germany,5283
Jaboti,-23.7428,-50.0758,Brazil,5303
Macon,39.7424,-92.4712,United States,5341
Schweitenkirchen,48.5,11.6167,Germany,5242
Kunmadaras,47.4333,20.8,Hungary,5306
Frankford,41.1615,-74.7381,United States,5340
Tassamert,36.2693,4.823,Algeria,5269
Botuverá,-27.1989,-49.075,Brazil,5322
Rupea,46.0389,25.2225,Romania,5269
Saint-Gilles,48.1536,-1.8261,France,5093
Spas-Klepiki,55.1333,40.1667,Russia,5331
Polná,49.487,15.7188,Czechia,5201
Pyhtää,60.5,26.55,Finland,5321
Lanark Highlands,45.088,-76.517,Canada,5338
Ilomantsi,62.6667,30.9333,Finland,5336
Velká Bíteš,49.2887,16.2259,Czechia,5227
Chiusa,46.64,11.5657,Italy,5235
Morganfield,37.6869,-87.8876,United States,5337
Apple Valley,40.4389,-82.3481,United States,5337
Palmerton,40.8023,-75.616,United States,5336
San Leon,29.4901,-94.9403,United States,5336
Chions,45.85,12.7167,Italy,5180
Horažďovice,49.3208,13.701,Czechia,5213
Montefrío,37.3211,-4.0111,Spain,5313
Doutor Maurício Cardoso,-27.5058,-54.3608,Brazil,5313
Jonesboro,32.2348,-92.7098,United States,5333
Morris,45.5856,-95.9048,United States,5333
Terrujem,38.8511,-9.3747,Portugal,5113
Tickhill,53.4305,-1.1135,United Kingdom,5228
La Balme-de-Sillingy,45.9611,6.0419,France,5027
Bakov nad Jizerou,50.4824,14.9416,Czechia,5141
Puchuncaví,-32.7261,-71.4151,Chile,5271
Nava,43.35,-5.5167,Spain,5276
McGregor,31.4187,-97.4283,United States,5331
Sackville,45.9,-64.3667,Canada,5331
Triftern,48.4,13.0167,Germany,5248
Viadutos,-27.5689,-52.02,Brazil,5311
Bratske,47.8636,31.5781,Ukraine,5313
Česká Kamenice,50.7979,14.4178,Czechia,5196
Westernport,39.488,-79.0429,United States,5330
Muravera,39.4196,9.5763,Italy,5273
Mazé,47.4564,-0.2731,France,5173
Geoagiu,45.92,23.2,Romania,5294
Mapire,7.7411,-64.7107,Venezuela,5326
Holýšov,49.5937,13.1013,Czechia,5152
Saint-Pourçain-sur-Sioule,46.3075,3.2894,France,5182
Wake Village,33.424,-94.1188,United States,5327
Canino,42.465,11.7519,Italy,5284
Grand Falls,47.0344,-67.7394,Canada,5326
Kdyně,49.3909,13.0397,Czechia,5146
Tiszalök,48.0197,21.3778,Hungary,5234
Santa Caterina Villarmosa,37.6,14.0333,Italy,5253
Mourmelon-le-Grand,49.1408,4.3644,France,5102
Briare,47.6381,2.7392,France,5207
San Ildefonso,40.9017,-4.0067,Spain,5285
Avondale,29.9072,-90.1933,United States,5321
Cochrane,49.0667,-81.0167,Canada,5321
Bol’shoye Sorokino,56.6272,69.7911,Russia,5317
New Ipswich,42.7489,-71.8747,United States,5320
Hawaiian Beaches,19.5423,-154.9223,United States,5320
Bilibino,68.05,166.45,Russia,5319
Hadley,42.3556,-72.5692,United States,5319
Coreglia Antelminelli,44.0644,10.5264,Italy,5220
Sedelnikovo,56.95,75.3333,Russia,5316
Gommiswald,47.2404,9.0474,Switzerland,5164
Ruokolahti,61.2917,28.8167,Finland,5312
Opishnya,49.9564,34.612,Ukraine,5292
Le Pellerin,47.1983,-1.7539,France,5149
Correzzola,45.2333,12.0667,Italy,5194
Marystown,47.1667,-55.1667,Canada,5316
Kolosovka,56.4644,73.6114,Russia,5313
Ocean Shores,-28.5092,153.5375,Australia,5137
McKenzie,36.1371,-88.5077,United States,5315
Bom Princípio,-3.1908,-41.645,Brazil,5304
Uhrichsville,40.4005,-81.3515,United States,5314
Saint-Germain-du-Puy,47.0992,2.4811,France,5079
Lehighton,40.8306,-75.7166,United States,5313
Vicente Dutra,-27.1619,-53.405,Brazil,5285
Minot AFB,48.4209,-101.3381,United States,5312
Großheubach,49.7333,9.2333,Germany,5046
Fort Rucker,31.3428,-85.7154,United States,5311
Bandar-e Rīg,29.4856,50.6281,Iran,5257
Żołynia,50.162,22.3083,Poland,5188
Andorf,48.3667,13.5667,Austria,5174
Lohsa,51.3833,14.4,Germany,5271
Camariñas,43.13,-9.185,Spain,5209
Fruitland,38.3214,-75.6246,United States,5309
Locmaria-Plouzané,48.3747,-4.6436,France,5089
Villeneuve-sur-Yonne,48.0814,3.2967,France,5179
Taliouîne,35.1483,-3.5478,Morocco,5208
Plessé,47.5417,-1.8869,France,5257
Castelnuovo Scrivia,44.9814,8.8822,Italy,5193
Molchanovo,57.5811,83.7606,Russia,5305
Gweta,-20.2072,25.2561,Botswana,5303
Savannah,39.9391,-94.8279,United States,5307
Jefferson,40.7803,-79.8304,United States,5307
Lampazos de Naranjo,27.025,-100.5056,Mexico,5305
Khatassy,61.9064,129.6331,Russia,5222
Tha Wang Pha,19.0945,100.8097,Thailand,5242
Wiedemar,51.4667,12.2036,Germany,5251
Česká Skalice,50.3947,16.0428,Czechia,5017
Zovuni,40.2364,44.5039,Armenia,5186
Hîrbovăţ,46.8442,29.3592,Moldova,5194
Córdoba,4.3911,-75.6878,Colombia,5249
Avdon,54.6692,55.7164,Russia,5263
Grans,43.6086,5.0631,France,5120
Fairport,43.099,-77.4427,United States,5305
Union Beach,40.4454,-74.1699,United States,5305
Pawcatuck,41.3774,-71.8492,United States,5305
Bessan,43.3614,3.4242,France,5119
Berri,-34.2833,140.6,Australia,4103
Hightstown,40.2686,-74.5253,United States,5304
East Granby,41.9424,-72.741,United States,5304
Suvorovo,43.33,27.5925,Bulgaria,5214
Rochedo,-19.9528,-54.8928,Brazil,5300
Conches-en-Ouche,48.9606,0.9425,France,5004
Alton,43.4906,-71.2462,United States,5303
Brady,31.1322,-99.3697,United States,5302
Brent,32.9421,-87.1753,United States,5302
Eagleville,40.1604,-75.409,United States,5302
Ovelgönne,53.35,8.4,Germany,5259
Kelly,40.9984,-76.9245,United States,5301
Henfield,50.933,-0.277,United Kingdom,5012
Alburquerque,39.2167,-7,Spain,5293
Krivosheino,57.3431,83.9261,Russia,5297
Camogli,44.3484,9.1558,Italy,5300
Bulverde,29.7744,-98.4364,United States,5300
Alto del Carmen,-28.9336,-70.4623,Chile,5299
Waeng Yai,15.9624,102.5419,Thailand,5174
Pacy-sur-Eure,49.0158,1.3819,France,5069
Bolton,42.4362,-71.6073,United States,5299
Kirchberg in Tirol,47.45,12.3167,Austria,5245
Guglionesi,41.9167,14.9167,Italy,5246
Hareid,62.3642,6.0014,Norway,5175
Pottenstein,49.7722,11.4114,Germany,5226
Znamenskoye,57.1278,73.8244,Russia,5294
Komyshuvakha,47.7155,35.5241,Ukraine,5269
Longarone,46.2667,12.3,Italy,5254
Dom Cavati,-19.3739,-42.1058,Brazil,5209
Odelzhausen,48.3167,11.1833,Germany,5128
Santa Maria do Salto,-16.2489,-40.1489,Brazil,5284
Paxtonia,40.3166,-76.7884,United States,5296
Ochamchire,42.71,41.47,Georgia,5280
Waynesville,37.8207,-92.22,United States,5295
Ayora,39.0583,-1.0572,Spain,5283
Naie,43.4253,141.8828,Japan,5235
Kappel-Grafenhausen,48.2922,7.7414,Germany,5096
Cerda,37.9,13.8167,Italy,5176
Mount Carmel,36.562,-82.6618,United States,5294
Waldems,50.2503,8.3133,Germany,5153
Borkum,53.5881,6.6697,Germany,5125
Parazinho,-5.2228,-35.8378,Brazil,5272
Oettingen in Bayern,48.95,10.5833,Germany,5142
Kings Point,40.8162,-73.7407,United States,5292
Bear Valley Springs,35.1775,-118.646,United States,5292
San José de Pare,6.0192,-73.5467,Colombia,5221
Benjamín Hill,30.1667,-111.1,Mexico,5285
Maser,45.8167,11.9833,Italy,5094
Orange,38.2486,-78.1127,United States,5291
Kahaluu-Keauhou,19.5726,-155.958,United States,5291
Vacha,50.8289,10.0214,Germany,5173
Carroll,40.3364,-77.1735,United States,5289
Cannobio,46.0667,8.7,Italy,5190
Ronneburg,50.8636,12.1808,Germany,5026
Vigone,44.85,7.5,Italy,5163
Wanroij,51.6561,5.82,Netherlands,5044
Polop,38.622,-0.127,Spain,5064
Iola,37.9274,-95.4006,United States,5288
Tizagzawine,31,-7.15,Morocco,5272
Pechenihy,49.8647,36.9364,Ukraine,5264
Vila do Bispo,37.0825,-8.9119,Portugal,5258
Landri Sales,-7.2658,-43.93,Brazil,5283
Zephyrhills West,28.2311,-82.2052,United States,5287
Malles Venosta,46.6879,10.5465,Italy,5265
Volta Grande,-21.7708,-42.5389,Brazil,5261
San Giovanni Ilarione,45.5167,11.2333,Italy,5085
Garnet,33.9179,-116.4796,United States,5285
Avaí,-22.1467,-49.3331,Brazil,5275
Igensdorf,49.6217,11.2319,Germany,5107
Lake Fenton,42.8453,-83.7086,United States,5284
Novohuivynske,50.2022,28.685,Ukraine,5236
Kyshtovka,56.555,76.6271,Russia,5282
Baliza,-16.1958,-52.545,Brazil,5280
Old Bethpage,40.7557,-73.4544,United States,5283
South Sarasota,27.2856,-82.5333,United States,5283
Jaffrey,42.8294,-72.0597,United States,5283
Corropoli,42.8333,13.8333,Italy,5054
Laces,46.6167,10.8667,Italy,5216
North Dansville,42.5583,-77.6915,United States,5282
Marano sul Panaro,44.4572,10.9719,Italy,5167
Nalbandyan,40.0678,43.9856,Armenia,5078
Chepelare,41.7233,24.6861,Bulgaria,5262
Midway,40.5183,-111.4745,United States,5280
La Campana,37.5681,-5.4278,Spain,5238
Cuges-les-Pins,43.2764,5.7006,France,5147
Big Bear Lake,34.2429,-116.8951,United States,5279
Titusville,41.6273,-79.6699,United States,5279
St. Clair,42.8262,-82.493,United States,5279
Austevoll,60.0378,5.2683,Norway,5236
Bratslav,48.8147,28.9447,Ukraine,5241
Grayson,38.3317,-82.9371,United States,5277
Stara Vyzhivka,51.4396,24.4373,Ukraine,5248
Red Oak,41.0141,-95.2248,United States,5276
Cave Springs,36.2701,-94.2225,United States,5276
Peal de Becerro,37.9,-3.1167,Spain,5240
Acorizal,-15.205,-56.3658,Brazil,5269
Wadesboro,34.9645,-80.0746,United States,5275
Frei,63.0625,7.8031,Norway,5274
Arcabuco,5.7544,-73.4375,Colombia,5240
Edwinstowe,53.16,-1.07,United Kingdom,5188
Ripley,34.7321,-88.9444,United States,5273
Drebach,50.6733,13.0181,Germany,5117
Altenstadt,48.1667,10.1167,Germany,5109
Sioux Lookout,50.1,-91.9167,Canada,5272
Zarat,33.6679,10.3505,Tunisia,5205
Divina Pastora,-10.6889,-37.1478,Brazil,5215
Peyrolles-en-Provence,43.6456,5.585,France,5125
Sevelen,47.1204,9.4857,Switzerland,5103
Arzberg,50.0572,12.1864,Germany,5152
Ardore,38.1833,16.1667,Italy,5114
Hawkinsville,32.2964,-83.4814,United States,5270
Forsyth,33.0347,-83.9381,United States,5270
Santana do Itararé,-23.755,-49.6289,Brazil,5249
Csákvár,47.3933,18.4605,Hungary,5225
Pourrières,43.5039,5.7339,France,5177
Le Bourget-du-Lac,45.6483,5.8597,France,5018
Sechenovo,55.2244,45.8906,Russia,5263
Didsbury,51.6658,-114.1311,Canada,5268
Yamanaka,35.4106,138.8608,Japan,5170
Thalmässing,49.0833,11.2167,Germany,5203
Rothschild,44.8761,-89.6173,United States,5267
Lomovka,53.9208,58.3683,Russia,5257
Fraubrunnen,47.085,7.5269,Switzerland,5106
Delhi Hills,39.0871,-84.6178,United States,5266
Ban Bang Pramung,15.7133,100.1353,Thailand,5064
Großaitingen,48.2283,10.7814,Germany,5133
Champniers,45.715,0.2056,France,5149
Belvedere,33.5369,-81.9424,United States,5262
El Cocuy,6.4094,-72.4444,Colombia,5241
Shaykh al Ḩadīd,36.5011,36.5978,Syria,5063
Centola,40.0667,15.3167,Italy,5153
Wermsdorf,51.2833,12.95,Germany,5211
Bucchianico,42.3044,14.1806,Italy,5126
Angelina,-27.5729,-48.9841,Brazil,5250
Lagundo,46.6833,11.1333,Italy,5046
Pecan Acres,32.9703,-97.4727,United States,5259
Timzguida Ouftas,30.9908,-9.7994,Morocco,5189
Dom Silvério,-20.16,-42.9678,Brazil,5232
Villers-le-Lac,47.0608,6.6703,France,5090
Néa Anchiálos,39.2667,22.8167,Greece,5132
Esporlas,39.6662,2.5799,Spain,5113
Rottenmann,47.5267,14.3558,Austria,5232
Wilhelmsdorf,47.865,9.4275,Germany,5103
Syumsi,57.1111,51.615,Russia,5250
Mansuè,45.8232,12.5356,Italy,5070
Marianópolis do Tocantins,-9.7958,-49.6539,Brazil,5254
Guémené-Penfao,47.63,-1.8325,France,5207
Howard Springs,-12.4922,131.053,Australia,5132
Alcover,41.2621,1.1711,Spain,5144
Villette-d’Anthon,45.7953,5.1158,France,5035
Francinópolis,-6.3958,-42.2619,Brazil,5235
Novomykolayivka,47.9779,35.9099,Ukraine,5238
Parigné-l’Évêque,47.9364,0.3644,France,5173
Giddings,30.1833,-96.9279,United States,5254
Beya,53.0458,90.9414,Russia,5247
Houffalize,50.132,5.7894,Belgium,5222
Bäretswil,47.3369,8.8575,Switzerland,5026
Servian,43.4272,3.2992,France,5126
Abrud,46.2739,23.05,Romania,5072
Venus,32.4312,-97.102,United States,5252
Orchomenós,38.4933,22.9749,Greece,5238
Jílové,50.7609,14.1039,Czechia,5110
Castelbellino,43.4878,13.1458,Italy,5009
Turangi,-38.989,175.81,New Zealand,3650
Wörthsee,48.0833,11.2,Germany,5004
Fernie,49.5042,-115.0628,Canada,5249
Deer Lake,49.1744,-57.4269,Canada,5249
Luynes,47.3847,0.5544,France,5099
Hankasalmi,62.3889,26.4361,Finland,5240
Tvrdošovce,48.1,18.0667,Slovakia,5156
Otero de Rey,43.1025,-7.6136,Spain,5210
Sankt Johann,48.4528,9.3431,Germany,5161
Perry,41.4648,-112.0401,United States,5248
Carlyss,30.1761,-93.3704,United States,5248
Tápiószentmárton,47.3404,19.7438,Hungary,5198
Doksy,50.5648,14.6556,Czechia,5178
Calberlah,52.4247,10.6164,Germany,5064
Calistoga,38.5818,-122.5824,United States,5247
Perushtitsa,42.0561,24.5444,Bulgaria,5162
Odessa,38.9988,-93.9666,United States,5246
Kalynivka,50.2256,30.2319,Ukraine,5198
Chemerivtsi,49,26.3667,Ukraine,5200
Francisco Dumont,-17.315,-44.2339,Brazil,5242
Steyerberg,52.5703,9.0236,Germany,5194
Brensbach,49.7725,8.8785,Germany,5028
Holmfirth,53.57,-1.787,United Kingdom,5173
Poolesville,39.1423,-77.4102,United States,5244
Pedrera,37.2167,-4.8833,Spain,5158
Eckersdorf,49.9328,11.5011,Germany,5101
Livingston,30.71,-94.9381,United States,5242
Walkertown,36.1578,-80.1642,United States,5242
Osceola,41.0302,-93.7829,United States,5242
Yarmouth Port,41.71,-70.2257,United States,5242
Parikkala,61.55,29.5,Finland,5235
Sachseln,46.8678,8.2386,Switzerland,5146
Gbely,48.7175,17.115,Slovakia,5155
Briar,32.9884,-97.5528,United States,5241
Wenham,42.6008,-70.8826,United States,5240
Ranson,39.325,-77.8666,United States,5239
Capistrello,41.9736,13.4,Italy,5154
Portoscuso,39.2049,8.3805,Italy,5104
Gouvy,50.1874,5.9449,Belgium,5206
Alcalá de los Gazules,36.4667,-5.7167,Spain,5226
Dores de Guanhães,-19.0578,-42.9289,Brazil,5223
Holytown,55.8229,-3.9701,United Kingdom,5180
Santana de Mangueira,-7.555,-38.3319,Brazil,5223
Oderwitz,50.9589,14.7186,Germany,5094
Moral de Calatrava,38.8831,-3.7167,Spain,5208
Salem,39.5681,-75.4724,United States,5235
Sanom,15.1988,103.7567,Thailand,5074
Prroshyan,40.2472,44.4194,Armenia,5189
Birkenes,58.4494,8.2333,Norway,5226
Neda,43.5,-8.1167,Spain,5023
